Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-0044,[[Cabeça de São Francisco de Assis.]],[[Autor desconhecido]],[[Século XVIII(?)]],[[Brasil]],Madeira entalhada e policromada.,Sem descrição,"14,1 x 11,5 x 15,2 cm",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0044.jpg,[[Imagem:M0044.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0045,[[Sant'ana Mestra]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil]],Terracota policromada e dourada,Sem descrição,"12,0 x 8,8 x 9,2 cm",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0045.jpg,[[Imagem:M0045.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0046,[[Sant'ana mestra]],[[Autor desconhecido]],[[Século XIX]],[[Brasil]],"Madeira entalhada, policromada e dourada.",Sem descrição,"31,6 x 16,0 x 11,5 cm",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0046.jpg,[[Imagem:M0046.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0047,[[sant'ana mestra]],[[Autor desconhecido]],[[Século XVIII(?)]],[[Brasil]],Madeira entalhada e policromada.,Sem descrição,"10,8 x 4,8 x 3,7 cm ap.",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0047.jpg,[[Imagem:M0047.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0048,[[santa Luzia]],[[Menezes (escola pernambucana)]],[[Século XVIII]]/[[c.1735]],[[Brasil]]/[[Goiânia]],Terracota policromada e dourada,Sem descrição,"26,6 x 12,9 x 9,7 cm ap.",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0048.jpg,[[Imagem:M0048.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Menezes (escola pernambucana)]][[Categoria:Origem/Brasil/Goiânia]][[Categoria:Data/Século XVIII/c.1735]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0049,[[Santa (?)]],[[Autor desconhecido]],[[Século XVIII(?)]],[[Brasil]],"Madeira entalhada, policromada e dourada.",Sem descrição,"10,5 x 4,2 x 3,4 cm",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0049.jpg,[[Imagem:M0049.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0050,[[nossa senhora da assunção]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil]]/[[Bahia]],"Madeira entalhada, policromada e dourada.",Sem descrição,"26,7 x 15,3 x 9,2 cm",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0050.jpg,[[Imagem:M0050.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil/Bahia]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0051,[[caixa para faqueiro]],[[Autor desconhecido]],[[Século XVIII]],[[Portugal]],Madeira entalhada e envernizada; bronze.,Sem descrição,"56,2 x 49,2 x 29,0 cm",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0051.jpg,[[Imagem:M0051.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Portugal]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0052,[[armário]],[[Autor desconhecido]],[[Século XX]],[[Brasil]],Madeira entalhada e policromada,Confeccionado a partir de fragmentos diversos.,"116 ,8 x 49,3 x 186,5 cm ap.",[[Mobiliário Brasileiro]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0052.jpg,[[Imagem:M0052.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Brasileiro]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0053,[[mesa]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil]],Madeira entalhada e pintada.,Sem descrição,"85,0 x 44,5 x 49,5 cm",[[Mobiliário Brasileiro]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0053.jpg,[[Imagem:M0053.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Brasileiro]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0054,[[Santa (?)]],[[Autor desconhecido]],[[Século XIV]],[[França]],Terracota policromada.,Sem descrição,"55,5 x 19,5 x 17,3",[[Núcleo desconhecido]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0054.jpg,[[Imagem:M0054.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0055,[[mesa de estrado]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil]],Madeira entalhada e envernizada; puxadores de metal.,Sem descrição,"39,2 x 35,0 x 21,9 cm",[[Mobiliário Brasileiro]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0055.jpg,[[Imagem:M0055.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Brasileiro]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0056,[[travessa ]],[[Autor desconhecido]],[[Século XIX]],[[China]],Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"30,9 d. x 3,2 cm h",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0056.jpg,[[Imagem:M0056.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0057,[[travessa]],[[Autor desconhecido]],[[Século XIX]],[[China]],Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"31,1 d. x 2,9 cm h",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0057.jpg,[[Imagem:M0057.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0058,[[travessa]],[[Autor desconhecido]],[[Século XIX]],[[China]],Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"2,6 x 20,6 x 14,1 cm",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0058.jpg,[[Imagem:M0058.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0059,[[prato]],[[Autor desconhecido]],[[Século XIX]],[[China]],Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"22,9d x 3,6h cm",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0059.jpg,[[Imagem:M0059.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0060,[[prato]],[[Autor desconhecido]],[[Século XIX]],[[China]],Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"22,9 d. x 3,2 cm",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0060.jpg,[[Imagem:M0060.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0061,[[lanterna de procissão]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil]],Prata e tecido,Par M-0062,"58,5 x 27,1 x 25,6 cm",[[Prataria - Exposição]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0061.jpg,[[Imagem:M0061.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Exposição]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0062,[[lanterna de procissão]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil]],Prata e tecido.,Par M-0061,"58,2 x 25,7 x 25,2 cm ap.",[[Prataria - Exposição]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0062.jpg,[[Imagem:M0062.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Exposição]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0063,[[travessa]],[[Autor desconhecido]],[[Século XIX]],[[China]],Porcelana policromada.,Estilo folha-de-tabaco. Porcelana chinesa de exportação.,"31,6 x 38,1 x 3,5 h",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0063.jpg,[[Imagem:M0063.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0064,[[sopeira]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","26,7 x 35,7 x 31,0 cm",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0064.jpg,[[Imagem:M0064.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0065,[[sopeira]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.","27,2 x 35,5 x 31,0 cm",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0065.jpg,[[Imagem:M0065.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0066,[[Frontão]],[[Mestre Valentim da Fonseca e Silva]],[[Século XIX]],[[Brasil]]/[[Rio de Janeiro]],"Madeira entalhada, pintada e dourada.",Adaptado para aparador,"275,8 x 49,2 x 47,0 cm ap.",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Construção ]]/[[ Fragmentos de Construção]],Imagem:M0066.jpg,[[Imagem:M0066.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Mestre Valentim da Fonseca e Silva]][[Categoria:Origem/Brasil/Rio de Janeiro]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Construção / Fragmentos de Construção]]
M-0067,[[virgem santíssima]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil(?)]],Madeira policromada,Sem descrição,"32,5 x 13,4 x 12,4 cm",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0067.jpg,[[Imagem:M0067.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0068,[[Virgem Santíssima (?) ]],[[Autor desconhecido]],[[Século XIX]],[[Brasil]],"Madeira entalhada, policromada e dourada.",Sem descrição,"14,2 x 6,8 x 3,3 cm",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0068.jpg,[[Imagem:M0068.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0069,[[divina pastora]],[[Autor desconhecido]],[[Século XVIII]]/[[2a. metade]],[[Brasil]]/[[Pernambuco]],"Madeira entalhada, policromada e dourada",Sem descrição,"23,0 x 13,9 x 10,7 cm ap.",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Artes Visuais ]]/[[ Escultura Religiosa]],Imagem:M0069.jpg,[[Imagem:M0069.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil/Pernambuco]][[Categoria:Data/Século XVIII/2a. metade]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais / Escultura Religiosa]]
M-0070,[[molheira em forma de peixe com presentoir]],[[Autor desconhecido]],[[Século XIX]],[[China]],Porcelana branca com policromia. Joppert\99,Par (M-0071). Em forma de peixe. Porcelana chinesa de exportação.,"9,7 x 20,7 x 9,5 cm ",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0070.jpg,[[Imagem:M0070.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0071,[[molheira em forma de peixe com presentoir]],[[Autor desconhecido]],[[Século XIX]],[[China]],Porcelana branca com policromia. Joppert\99,Par (M-0070). Porcelana chinesa de exportação.,"10,3 x 20,9 x 9,5 cm",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0071.jpg,[[Imagem:M0071.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0072,[[sopeira com presentoir]],[[Autor desconhecido]],[[Século XVIII]],[[China]],Porcelana policromada.,"Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões, padrão idêntico ao Serviço de D. Joáo VI.","23,2 x 35,5 x 23,5 cm",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0072.jpg,[[Imagem:M0072.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0073,[[cadeira]],[[Autor desconhecido]],[[Século XIX]],[[França]],Madeira pintada com douramento; tecido,Par (M-0074).,"51,2 x 47,8 x 91,6 cm ap.",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0073.jpg,[[Imagem:M0073.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0074,[[cadeira]],[[Autor desconhecido]],[[Século XIX]],[[França]],Madeira pintada com douramento; tecido,Par (M-0073).,"52,1 x 47,9 x 91,7 cm ap.",[[Núcleo desconhecido]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0074.jpg,[[Imagem:M0074.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0075,[[bandeja]],[[Autor desconhecido]],[[Século XX]],[[China]],Madeira lacada e policromada.,Sem descrição,"3,9 x 62,0 x 46,8",[[Arte Oriental]],[[Classificação]]/[[Interiores ]]/[[ Utensílios de Cozinha\Mesa]],Imagem:M0075.jpg,[[Imagem:M0075.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores / Utensílios de Cozinha\Mesa]]
M-0076,[[tocheiro ]],[[Autor desconhecido]],[[Século XIX]],[[Brasil]],Madeira entalhada em estado natural.,Adaptado para mesa. Tampo circular irregular.,"22,4 x 19,5 x 70,5 cm. Totais: 38,0 d x 74,6 cm h.",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0076.jpg,[[Imagem:M0076.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0077,[[tocheiro]],[[Autor desconhecido]],[[Século XIX]],[[Brasil]],Madeira entalhada e envernizada.,Adaptado para mesa. Tampo circular irregular.,"22,0 x 19,5 x 69,7 cm h  . Total: 37,8 d x 74,6 cm h",[[Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0077.jpg,[[Imagem:M0077.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
M-0078,[[cadeira de braços]],[[Autor desconhecido]],[[Século XIX]],[[França]],"Madeira com policromia, envernizada; palha trançada; tecido.",Sem descrição,"67,5 x 63,0 x 99,4 cm ap.",[[Mobiliário Europeu]],[[Classificação]]/[[Interiores ]]/[[ Peças de Mobiliário]],Imagem:M0078.jpg,[[Imagem:M0078.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores / Peças de Mobiliário]]
M-0079,[[tocheiro]],[[Autor desconhecido]],[[Século XVIII]],[[Brasil]],Prata e madeira.,Sem descrição,"194,2 x 59,7 x 56,8 cm ap.",[[Prataria - Exposição]],[[Classificação]]/[[Interiores ]]/[[ Objetos de Iluminação]],Imagem:M0079.jpg,[[Imagem:M0079.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Exposição]][[Categoria:Classificação/Interiores / Objetos de Iluminação]]
