Titulo,Acervo[Nome],Acervo[Autor],Acervo[Data],Acervo[Origem],Acervo[Material],Acervo[Descricao],Acervo[Dimensoes],Acervo[Nucleo],Acervo[Classificacao],Acervo[imagem],Acervo[thumb],Acervo[categorias]
M-0037,[[Título::Anjo em adoração]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII(?)]],[[Origem::Brasil]],[[Material::Madeira policromada.]],[[Descrição::Par (M-0036). Peça incompleta: faltam as asas da figura.]],"[[Dimensões::22,8 x 11,0 x 15,0 cm]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0037.jpg,[[Imagem:M0037.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0038,[[Título::Nossa Senhora da Conceição]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII(?)]],[[Origem::Brasil]],[[Material::Madeira policromada]],[[Descrição::Sem descrição]],[[Dimensões::Dimensões desconhecidas]],[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0038.jpg,[[Imagem:M0038.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0039,[[Título::Nossa Senhora da Conceição]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII(?)]],[[Origem::Brasil]],[[Material::Terracota policromada.]],[[Descrição::Sem descrição]],"[[Dimensões::19,5 x 8,3 x 6,2 cm]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0039.jpg,[[Imagem:M0039.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0040,[[Título::Anjo (?)]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Brasil]],[[Material::Madeira entalhada e policromada.]],[[Descrição::Com cálice na mão.]],"[[Dimensões::15,0 x 5,3 x 6,3 cm]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0040.jpg,[[Imagem:M0040.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0041,[[Título::anjo custódio]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII(?)]],[[Origem::Brasil]],[[Material::Terracota e baixo-relevo policromado.]],[[Descrição::Em forma de placa.]],"[[Dimensões::23,3 x 19,0 x 4,4 cm]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0041.jpg,[[Imagem:M0041.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0042,[[Título::Virgem com Menino]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX(?)]],[[Origem::França(?)]],[[Material::Marfim policromado]],[[Descrição::Sem descrição]],"[[Dimensões::14,8 x 6,3 x 4,9 cm]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0042.jpg,[[Imagem:M0042.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França(?)]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0043,[[Título::Nossa Senhora das Dores]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]]/[[SubDatação::1a. metade]],[[Origem::Brasil]]/[[SubOrigem::Bahia]],[[Material::Marfim policromado.]],[[Descrição::Sem descrição]],"[[Dimensões::19,6 x 6,0 x 3,5 cm . Com pedestal: 22,8 h.]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0043.jpg,[[Imagem:M0043.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil/Bahia]][[Categoria:Data/Século XVIII/1a. metade]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0044,[[Título::Cabeça de São Francisco de Assis.]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII(?)]],[[Origem::Brasil]],[[Material::Madeira entalhada e policromada.]],[[Descrição::Sem descrição]],"[[Dimensões::14,1 x 11,5 x 15,2 cm]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0044.jpg,[[Imagem:M0044.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0045,[[Título::Sant'ana Mestra]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Brasil]],[[Material::Terracota policromada e dourada]],[[Descrição::Sem descrição]],"[[Dimensões::12,0 x 8,8 x 9,2 cm]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0045.jpg,[[Imagem:M0045.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0046,[[Título::Sant'ana mestra]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::Brasil]],"[[Material::Madeira entalhada, policromada e dourada.]]",[[Descrição::Sem descrição]],"[[Dimensões::31,6 x 16,0 x 11,5 cm]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0046.jpg,[[Imagem:M0046.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0047,[[Título::sant'ana mestra]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII(?)]],[[Origem::Brasil]],[[Material::Madeira entalhada e policromada.]],[[Descrição::Sem descrição]],"[[Dimensões::10,8 x 4,8 x 3,7 cm ap.]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0047.jpg,[[Imagem:M0047.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0048,[[Título::santa Luzia]],[[Autoria de::Menezes (escola pernambucana)]],[[Datação::Século XVIII]]/[[SubDatação::c.1735]],[[Origem::Brasil]]/[[SubOrigem::Goiânia]],[[Material::Terracota policromada e dourada]],[[Descrição::Sem descrição]],"[[Dimensões::26,6 x 12,9 x 9,7 cm ap.]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0048.jpg,[[Imagem:M0048.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Menezes (escola pernambucana)]][[Categoria:Origem/Brasil/Goiânia]][[Categoria:Data/Século XVIII/c.1735]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0049,[[Título::Santa (?)]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII(?)]],[[Origem::Brasil]],"[[Material::Madeira entalhada, policromada e dourada.]]",[[Descrição::Sem descrição]],"[[Dimensões::10,5 x 4,2 x 3,4 cm]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0049.jpg,[[Imagem:M0049.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0050,[[Título::nossa senhora da assunção]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Brasil]]/[[SubOrigem::Bahia]],"[[Material::Madeira entalhada, policromada e dourada.]]",[[Descrição::Sem descrição]],"[[Dimensões::26,7 x 15,3 x 9,2 cm]]",[[Núcleo::Arte Brasileira - Século XVIII e XIX]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0050.jpg,[[Imagem:M0050.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil/Bahia]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Brasileira - Século XVIII e XIX]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0051,[[Título::caixa para faqueiro]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Portugal]],[[Material::Madeira entalhada e envernizada; bronze.]],[[Descrição::Sem descrição]],"[[Dimensões::56,2 x 49,2 x 29,0 cm]]",[[Núcleo::Mobiliário Europeu]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0051.jpg,[[Imagem:M0051.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Portugal]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Europeu]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0052,[[Título::armário]],[[Autoria de::Autor desconhecido]],[[Datação::Século XX]],[[Origem::Brasil]],[[Material::Madeira entalhada e policromada]],[[Descrição::Confeccionado a partir de fragmentos diversos.]],"[[Dimensões::116 ,8 x 49,3 x 186,5 cm ap.]]",[[Núcleo::Mobiliário Brasileiro]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0052.jpg,[[Imagem:M0052.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Brasileiro]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0053,[[Título::mesa]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Brasil]],[[Material::Madeira entalhada e pintada.]],[[Descrição::Sem descrição]],"[[Dimensões::85,0 x 44,5 x 49,5 cm]]",[[Núcleo::Mobiliário Brasileiro]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0053.jpg,[[Imagem:M0053.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Brasileiro]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0054,[[Título::Santa (?)]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIV]],[[Origem::França]],[[Material::Terracota policromada.]],[[Descrição::Sem descrição]],"[[Dimensões::55,5 x 19,5 x 17,3]]",[[Núcleo::Núcleo desconhecido]],[[Classificação]]/[[Classificação::Artes Visuais ]]/[[SubClassificação:: Escultura Religiosa]],Imagem:M0054.jpg,[[Imagem:M0054.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/França]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Núcleo desconhecido]][[Categoria:Classificação/Artes Visuais/Escultura Religiosa]]
M-0055,[[Título::mesa de estrado]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Brasil]],[[Material::Madeira entalhada e envernizada; puxadores de metal.]],[[Descrição::Sem descrição]],"[[Dimensões::39,2 x 35,0 x 21,9 cm]]",[[Núcleo::Mobiliário Brasileiro]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Peças de Mobiliário]],Imagem:M0055.jpg,[[Imagem:M0055.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Mobiliário Brasileiro]][[Categoria:Classificação/Interiores/Peças de Mobiliário]]
M-0056,[[Título::travessa ]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::China]],[[Material::Porcelana policromada.]],[[Descrição::Estilo folha-de-tabaco. Porcelana chinesa de exportação.]],"[[Dimensões::30,9 d. x 3,2 cm h]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0056.jpg,[[Imagem:M0056.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0057,[[Título::travessa]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::China]],[[Material::Porcelana policromada.]],[[Descrição::Estilo folha-de-tabaco. Porcelana chinesa de exportação.]],"[[Dimensões::31,1 d. x 2,9 cm h]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0057.jpg,[[Imagem:M0057.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0058,[[Título::travessa]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::China]],[[Material::Porcelana policromada.]],[[Descrição::Estilo folha-de-tabaco. Porcelana chinesa de exportação.]],"[[Dimensões::2,6 x 20,6 x 14,1 cm]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0058.jpg,[[Imagem:M0058.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0059,[[Título::prato]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::China]],[[Material::Porcelana policromada.]],[[Descrição::Estilo folha-de-tabaco. Porcelana chinesa de exportação.]],"[[Dimensões::22,9d x 3,6h cm]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0059.jpg,[[Imagem:M0059.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0060,[[Título::prato]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::China]],[[Material::Porcelana policromada.]],[[Descrição::Estilo folha-de-tabaco. Porcelana chinesa de exportação.]],"[[Dimensões::22,9 d. x 3,2 cm]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0060.jpg,[[Imagem:M0060.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0061,[[Título::lanterna de procissão]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Brasil]],[[Material::Prata e tecido]],[[Descrição::Par M-0062]],"[[Dimensões::58,5 x 27,1 x 25,6 cm]]",[[Núcleo::Prataria - Exposição]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0061.jpg,[[Imagem:M0061.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Exposição]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0062,[[Título::lanterna de procissão]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::Brasil]],[[Material::Prata e tecido.]],[[Descrição::Par M-0061]],"[[Dimensões::58,2 x 25,7 x 25,2 cm ap.]]",[[Núcleo::Prataria - Exposição]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Objetos de Iluminação]],Imagem:M0062.jpg,[[Imagem:M0062.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/Brasil]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Prataria - Exposição]][[Categoria:Classificação/Interiores/Objetos de Iluminação]]
M-0063,[[Título::travessa]],[[Autoria de::Autor desconhecido]],[[Datação::Século XIX]],[[Origem::China]],[[Material::Porcelana policromada.]],[[Descrição::Estilo folha-de-tabaco. Porcelana chinesa de exportação.]],"[[Dimensões::31,6 x 38,1 x 3,5 h]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0063.jpg,[[Imagem:M0063.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
M-0064,[[Título::sopeira]],[[Autoria de::Autor desconhecido]],[[Datação::Século XVIII]],[[Origem::China]],[[Material::Porcelana policromada.]],"[[Descrição::Porcelana chinesa de exportação. Família Rosa, Serviço dos Pavões.]]","[[Dimensões::26,7 x 35,7 x 31,0 cm]]",[[Núcleo::Arte Oriental]],[[Classificação]]/[[Classificação::Interiores ]]/[[SubClassificação:: Utensílios de Cozinha\Mesa]],Imagem:M0064.jpg,[[Imagem:M0064.jpg|thumb|center|250px]],[[Categoria:Acervo por nº de tombo]][[Categoria:Autor/Autor desconhecido]][[Categoria:Origem/China]][[Categoria:Data/Data desconhecida]][[Categoria:Núcleo/Arte Oriental]][[Categoria:Classificação/Interiores/Utensílios de Cozinha\Mesa]]
